title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
THE BRAVE MUST DIE	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	721		FALSE	10	NP	NP	0	-	1283		FALSE	12	NP	NP	0	-	2075										FALSE	6	NP	NP	0	-	778		FALSE	10	NP	NP	0	-	1238		FALSE	12	NP	NP	0	-	2086										
UNITE THE HEART	Sub	HV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	753		FALSE	10	NP	NP	0	-	1319		FALSE	11	NP	NP	0	-	1676										FALSE	7	NP	NP	0	-	696		FALSE	10	NP	NP	0	-	1259		FALSE	11	NP	NP	0	-	1633										
PHASE SHIFT MANEUVER	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	638		FALSE	9	NP	NP	0	-	886		FALSE	11	NP	NP	0	-	1447										FALSE	6	NP	NP	0	-	646		FALSE	9	NP	NP	0	-	913		FALSE	11	NP	NP	0	-	1429										
がっつり陰キャ!? 怪盗いいんちょの億劫^^;	Sub	HV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	789		FALSE	10	NP	NP	0	-	1399		FALSE	12	NP	NP	0	-	2192										FALSE	7	NP	NP	0	-	774		FALSE	10	NP	NP	0	-	1390		FALSE	12	NP	NP	0	-	2161										
Dans la nuit de l'eternite	Bits	Bits	7000	10000	12000	42.91	0									FALSE	7	NP	NP	0	-	718		FALSE	10	NP	NP	0	-	1153		TRUE	12	EX	AA	3065	18	1830	4.29100000E+001									FALSE	7	NP	NP	0	-	714		FALSE	10	NP	NP	0	-	1128		TRUE	12	NP	NP	0	-	1850										
VALKYRIAS -英雄誕生-	Sub	SS2	0	0	0	40.185	0	TRUE	2	NP	NP	0	-	235		TRUE	6	NP	NP	0	-	524		TRUE	9	NP	NP	0	-	881		TRUE	11	FC	AAA	2679	0	1386	4.01850000E+001									TRUE	6	NP	NP	0	-	531		TRUE	9	NP	NP	0	-	919		TRUE	11	NP	NP	0	-	1466										
LIGHTNING STRIKES	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	471		FALSE	9	NP	NP	0	-	854		FALSE	12	NP	NP	0	-	1639										FALSE	5	NP	NP	0	-	473		FALSE	9	NP	NP	0	-	950		FALSE	12	NP	NP	0	-	1763										
EROICA	Sub	HV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	703		FALSE	10	NP	NP	0	-	1193		FALSE	12	NP	NP	0	-	2040										FALSE	7	NP	NP	0	-	702		FALSE	10	NP	NP	0	-	1213		FALSE	12	NP	NP	0	-	2363										
TECHNO Style Essentials	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	516		FALSE	9	NP	NP	0	-	833		FALSE	12	NP	NP	0	-	1453										FALSE	6	NP	NP	0	-	517		FALSE	9	NP	NP	0	-	822		FALSE	12	NP	NP	0	-	1506										
27th style	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	593		FALSE	9	NP	NP	0	-	908		FALSE	11	NP	NP	0	-	1299		FALSE	12	NP	NP	0	-	1765		FALSE	5	NP	NP	0	-	623		FALSE	8	NP	NP	0	-	907		FALSE	11	NP	NP	0	-	1257		FALSE	12	NP	NP	0	-	1723		
rough percussionythm	Bits	Bits	6000	9000	11000	35.07	0									FALSE	6	NP	NP	0	-	515		FALSE	9	NP	NP	0	-	853		TRUE	11	FC	AAA	2338	1	1295	3.50700000E+001									FALSE	6	NP	NP	0	-	523		FALSE	9	NP	NP	0	-	866		TRUE	11	NP	NP	0	-	1293										
LASER CRUSTER (IGNITE REMIX)	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	399		FALSE	8	NP	NP	0	-	908		FALSE	12	NP	NP	0	-	1824										FALSE	5	NP	NP	0	-	380		FALSE	8	NP	NP	0	-	848		FALSE	12	NP	NP	0	-	1700										
錬成人間トリコロイダー	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	531		FALSE	8	NP	NP	0	-	913		FALSE	11	NP	NP	0	-	1613										FALSE	5	NP	NP	0	-	531		FALSE	8	NP	NP	0	-	902		FALSE	11	NP	NP	0	-	1516										
Like+it!	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	541		FALSE	9	NP	NP	0	-	885		FALSE	11	NP	NP	0	-	1197		FALSE	12	NP	NP	0	-	1647		FALSE	6	NP	NP	0	-	505		FALSE	9	NP	NP	0	-	871		FALSE	11	NP	NP	0	-	1071		FALSE	12	NP	NP	0	-	1583		
Hold My Hand	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	472		FALSE	8	NP	NP	0	-	855		FALSE	10	NP	NP	0	-	1247										FALSE	5	NP	NP	0	-	424		FALSE	8	NP	NP	0	-	809		FALSE	10	NP	NP	0	-	1264										
STOIC HYPOTHESIS	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	565		FALSE	9	NP	NP	0	-	917		FALSE	11	NP	NP	0	-	1442										FALSE	6	NP	NP	0	-	560		FALSE	9	NP	NP	0	-	919		FALSE	11	NP	NP	0	-	1405										
華麗なる大犬円舞曲	Sub	HV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	710		FALSE	10	NP	NP	0	-	1105		FALSE	12	NP	NP	0	-	1849										FALSE	7	NP	NP	0	-	712		FALSE	10	NP	NP	0	-	1114		FALSE	12	NP	NP	0	-	1835										
AKASHIC BREAK	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	633		FALSE	10	NP	NP	0	-	1243		FALSE	12	NP	NP	0	-	1823										FALSE	7	NP	NP	0	-	652		FALSE	10	NP	NP	0	-	1177		FALSE	12	NP	NP	0	-	1767										
Everlasting Message	Sub	HV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	638		FALSE	10	NP	NP	0	-	1197		FALSE	12	NP	NP	0	-	1970										FALSE	7	NP	NP	0	-	619		FALSE	11	NP	NP	0	-	1149		FALSE	12	NP	NP	0	-	1781										
Queen Kaguya	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	493		FALSE	9	NP	NP	0	-	952		FALSE	11	NP	NP	0	-	1330										FALSE	6	NP	NP	0	-	506		FALSE	9	NP	NP	0	-	892		FALSE	11	NP	NP	0	-	1327										
Do What You Want	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	352		FALSE	7	NP	NP	0	-	644		FALSE	10	NP	NP	0	-	1027										FALSE	4	NP	NP	0	-	351		FALSE	7	NP	NP	0	-	688		FALSE	10	NP	NP	0	-	1085										
Lost Souls	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	358		FALSE	9	NP	NP	0	-	857		FALSE	11	NP	NP	0	-	1236										FALSE	4	NP	NP	0	-	349		FALSE	9	NP	NP	0	-	820		FALSE	11	NP	NP	0	-	1280										
曼荼羅恋々	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	561		FALSE	9	NP	NP	0	-	894		FALSE	11	NP	NP	0	-	1392										FALSE	6	NP	NP	0	-	558		FALSE	9	NP	NP	0	-	861		FALSE	11	NP	NP	0	-	1344										
OUTER PLANETS	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	340		FALSE	7	NP	NP	0	-	716		FALSE	10	NP	NP	0	-	1100										FALSE	4	NP	NP	0	-	343		FALSE	7	NP	NP	0	-	732		FALSE	10	NP	NP	0	-	1104										
魅惑のYUMMYスイーツ	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	469		FALSE	9	NP	NP	0	-	906		FALSE	12	NP	NP	0	-	1586										FALSE	5	NP	NP	0	-	472		FALSE	9	NP	NP	0	-	861		FALSE	12	NP	NP	0	-	1728										
Nasty Techniques	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	496		FALSE	9	NP	NP	0	-	854		FALSE	11	NP	NP	0	-	1338										FALSE	5	NP	NP	0	-	499		FALSE	9	NP	NP	0	-	841		FALSE	11	NP	NP	0	-	1290										
Rave Patroller	Sub	HV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	696		FALSE	10	NP	NP	0	-	1189		FALSE	12	NP	NP	0	-	1705										FALSE	7	NP	NP	0	-	747		FALSE	10	NP	NP	0	-	1289		FALSE	12	NP	NP	0	-	1667										
Sugar Drippin'	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	391		FALSE	7	NP	NP	0	-	701		FALSE	9	NP	NP	0	-	1069										FALSE	4	NP	NP	0	-	396		FALSE	7	NP	NP	0	-	687		FALSE	10	NP	NP	0	-	1129										
セピアの軌跡 ft. 天宮みや(少女フラクタル)	Base	Base	0	0	0	48.765	0	TRUE	2	NP	NP	0	-	191		TRUE	4	NP	NP	0	-	404		TRUE	7	NP	NP	0	-	739		TRUE	10	FC	AAA	2358	0	1205		TRUE	12	FC	AAA	3251	1	1736	4.87650000E+001	TRUE	4	NP	NP	0	-	427		TRUE	7	NP	NP	0	-	753		TRUE	10	NP	NP	0	-	1223		TRUE	12	NP	NP	0	-	1737		
Bow shock!!	Sub	RT3	0	0	0	0	0									FALSE	4	NP	NP	0	-	408		FALSE	9	NP	NP	0	-	986		FALSE	11	NP	NP	0	-	1566										FALSE	4	NP	NP	0	-	417		FALSE	9	NP	NP	0	-	974		FALSE	11	NP	NP	0	-	1583										
T-REX vs Velociraptor (In the Far east euphoria)	Sub	HV2	0	0	0	0	0									FALSE	7	NP	NP	0	-	712		FALSE	9	NP	NP	0	-	943		FALSE	12	NP	NP	0	-	1636										FALSE	7	NP	NP	0	-	712		FALSE	9	NP	NP	0	-	923		FALSE	12	NP	NP	0	-	1607										
Artist	Sub	HV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	660		FALSE	10	NP	NP	0	-	1243		FALSE	12	NP	NP	0	-	1870										FALSE	7	NP	NP	0	-	665		FALSE	10	NP	NP	0	-	1252		FALSE	12	NP	NP	0	-	1923										
GHOST	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	425		FALSE	8	NP	NP	0	-	767		FALSE	11	NP	NP	0	-	1403										FALSE	5	NP	NP	0	-	418		FALSE	8	NP	NP	0	-	749		FALSE	11	NP	NP	0	-	1354										
The Sky of Sadness	Sub	PNM2	0	0	0	0	0									FALSE	4	NP	NP	0	-	444		FALSE	8	NP	NP	0	-	767		FALSE	10	NP	NP	0	-	1215										FALSE	5	NP	NP	0	-	451		FALSE	8	NP	NP	0	-	776		FALSE	11	NP	NP	0	-	1296										
Lords Of The Roundtable	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	541		FALSE	10	NP	NP	0	-	950		FALSE	12	NP	NP	0	-	1586										FALSE	6	NP	NP	0	-	567		FALSE	10	NP	NP	0	-	838		FALSE	12	NP	NP	0	-	1477										
Rainstorm	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	501		FALSE	8	NP	NP	0	-	784		FALSE	10	NP	NP	0	-	1146										FALSE	5	NP	NP	0	-	485		FALSE	8	NP	NP	0	-	775		FALSE	10	NP	NP	0	-	1140										
Drop It	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	713		FALSE	9	NP	NP	0	-	1032		FALSE	11	NP	NP	0	-	1419										FALSE	6	NP	NP	0	-	731		FALSE	9	NP	NP	0	-	1035		FALSE	11	NP	NP	0	-	1435										
Primitive Vibes	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	587		FALSE	10	NP	NP	0	-	1004		FALSE	12	NP	NP	0	-	1564										FALSE	6	NP	NP	0	-	589		FALSE	9	NP	NP	0	-	1019		FALSE	12	NP	NP	0	-	1534										
Double Dribble	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	654		FALSE	10	NP	NP	0	-	1009		FALSE	12	NP	NP	0	-	1683										FALSE	6	NP	NP	0	-	600		FALSE	10	NP	NP	0	-	1057		FALSE	12	NP	NP	0	-	1874										
Virus Funk	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	397		FALSE	7	NP	NP	0	-	785		FALSE	10	NP	NP	0	-	1119										FALSE	5	NP	NP	0	-	443		FALSE	7	NP	NP	0	-	703		FALSE	10	NP	NP	0	-	1009										
Override	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	480		FALSE	8	NP	NP	0	-	821		FALSE	11	NP	NP	0	-	1471										FALSE	5	NP	NP	0	-	492		FALSE	8	NP	NP	0	-	815		FALSE	11	NP	NP	0	-	1445										
Voo Doo Bamboleo	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	459		FALSE	8	NP	NP	0	-	786		FALSE	10	NP	NP	0	-	1262										FALSE	5	NP	NP	0	-	472		FALSE	7	NP	NP	0	-	809		FALSE	10	NP	NP	0	-	1361										
Infinity Mirror	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	436		FALSE	8	NP	NP	0	-	709		FALSE	10	NP	NP	0	-	1164										FALSE	5	NP	NP	0	-	422		FALSE	8	NP	NP	0	-	729		FALSE	10	NP	NP	0	-	1303										
灼熱Beach Side Bunny (Masayoshi Iimori Remix)	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	336		FALSE	7	NP	NP	0	-	583		FALSE	10	NP	NP	0	-	933										FALSE	4	NP	NP	0	-	335		FALSE	7	NP	NP	0	-	594		FALSE	10	NP	NP	0	-	941										
Volcanic Dragon	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	548		FALSE	8	NP	NP	0	-	914		FALSE	11	NP	NP	0	-	1495										FALSE	6	NP	NP	0	-	620		FALSE	8	NP	NP	0	-	861		FALSE	11	NP	NP	0	-	1412										
Ska-sh All Neurons!!	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	497		FALSE	7	NP	NP	0	-	739		FALSE	10	NP	NP	0	-	1176										FALSE	4	NP	NP	0	-	502		FALSE	7	NP	NP	0	-	692		FALSE	10	NP	NP	0	-	1139										
SCREW // owo // SCREW	Base	Base	0	0	0	0	0									TRUE	6	NP	NP	0	-	567		TRUE	9	NP	NP	0	-	1111		TRUE	12	NP	NP	0	-	1567										TRUE	6	NP	NP	0	-	568		TRUE	9	NP	NP	0	-	1104		TRUE	12	NP	NP	0	-	1542										
Calvados Queen	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	502		FALSE	8	NP	NP	0	-	777		FALSE	10	NP	NP	0	-	1245										FALSE	5	NP	NP	0	-	500		FALSE	8	NP	NP	0	-	760		FALSE	10	NP	NP	0	-	1244										
深淵に捧ぐレクイエム	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	431		FALSE	9	NP	NP	0	-	843		FALSE	12	NP	NP	0	-	1537										FALSE	5	NP	NP	0	-	442		FALSE	9	NP	NP	0	-	846		FALSE	12	NP	NP	0	-	1456										
Moving on	Bits	Bits	5000	8000	11000	43.305	0									FALSE	5	NP	NP	0	-	525		FALSE	8	NP	NP	0	-	979		TRUE	11	FC	AAA	2887	0	1501	4.33050000E+001									FALSE	5	NP	NP	0	-	542		FALSE	8	NP	NP	0	-	933		TRUE	11	NP	NP	0	-	1480										
TRIUMPH	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	475		FALSE	9	NP	NP	0	-	1019		FALSE	12	NP	NP	0	-	1724										FALSE	6	NP	NP	0	-	477		FALSE	9	NP	NP	0	-	959		FALSE	12	NP	NP	0	-	1691										
BEAT PRISONER	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	629		FALSE	9	NP	NP	0	-	1083		FALSE	12	NP	NP	0	-	1844										FALSE	7	NP	NP	0	-	628		FALSE	9	NP	NP	0	-	1075		FALSE	12	NP	NP	0	-	1752										
Change Yourself	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	493		FALSE	9	NP	NP	0	-	890		FALSE	11	NP	NP	0	-	1288										FALSE	5	NP	NP	0	-	462		FALSE	9	NP	NP	0	-	833		FALSE	11	NP	NP	0	-	1260										
NEWALONE	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	303		FALSE	7	NP	NP	0	-	662		FALSE	9	NP	NP	0	-	1012										FALSE	4	NP	NP	0	-	352		FALSE	7	NP	NP	0	-	643		FALSE	9	NP	NP	0	-	980										
beatAffection	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	524		FALSE	8	NP	NP	0	-	792		FALSE	10	NP	NP	0	-	1341										FALSE	5	NP	NP	0	-	522		FALSE	8	NP	NP	0	-	730		FALSE	10	NP	NP	0	-	1232										
Friction[!]Function	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	560		FALSE	9	NP	NP	0	-	911		FALSE	12	NP	NP	0	-	1634										FALSE	6	NP	NP	0	-	553		FALSE	9	NP	NP	0	-	1008		FALSE	12	NP	NP	0	-	1546										
GIGA VIOLATE	Sub	HV2	0	0	0	0	0									FALSE	6	NP	NP	0	-	565		FALSE	8	NP	NP	0	-	833		FALSE	11	NP	NP	0	-	1392										FALSE	6	NP	NP	0	-	547		FALSE	8	NP	NP	0	-	827		FALSE	11	NP	NP	0	-	1445										
Crank It	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	393		FALSE	7	NP	NP	0	-	731		FALSE	9	NP	NP	0	-	1228										FALSE	4	NP	NP	0	-	401		FALSE	7	NP	NP	0	-	737		FALSE	9	NP	NP	0	-	1164										
Duration	Sub	HV1	0	0	0	0	0									FALSE	3	NP	NP	0	-	272		FALSE	6	NP	NP	0	-	514		FALSE	9	NP	NP	0	-	978										FALSE	3	NP	NP	0	-	265		FALSE	6	NP	NP	0	-	496		FALSE	9	NP	NP	0	-	943										
Rave lithosphere	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	554		FALSE	8	NP	NP	0	-	898		FALSE	11	NP	NP	0	-	1344										FALSE	5	NP	NP	0	-	568		FALSE	8	NP	NP	0	-	881		FALSE	11	NP	NP	0	-	1360										
S!ck (Nhato Remix)	Bits	Bits	6000	9000	11000	36.765	0									FALSE	6	NP	NP	0	-	506		FALSE	9	NP	NP	0	-	830		TRUE	11	FC	AAA	2451	1	1279	3.67650000E+001									FALSE	6	NP	NP	0	-	556		FALSE	9	NP	NP	0	-	922		TRUE	11	NP	NP	0	-	1313										
fairy cocktail	Sub	HV1	0	0	0	0	0									FALSE	3	NP	NP	0	-	230		FALSE	6	NP	NP	0	-	559		FALSE	8	NP	NP	0	-	828										FALSE	3	NP	NP	0	-	230		FALSE	6	NP	NP	0	-	567		FALSE	8	NP	NP	0	-	861										
Mel	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	396		FALSE	7	NP	NP	0	-	767		FALSE	9	NP	NP	0	-	1088										FALSE	4	NP	NP	0	-	405		FALSE	7	NP	NP	0	-	713		FALSE	9	NP	NP	0	-	1026										
Hyper Drive feat. ぷにぷに電機	Sub	HV1	0	0	0	0	0									FALSE	3	NP	NP	0	-	335		FALSE	7	NP	NP	0	-	775		FALSE	9	NP	NP	0	-	1000										FALSE	3	NP	NP	0	-	339		FALSE	7	NP	NP	0	-	761		FALSE	9	NP	NP	0	-	1000										
Theory	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	412		FALSE	8	NP	NP	0	-	745		FALSE	11	NP	NP	0	-	1342										FALSE	5	NP	NP	0	-	418		FALSE	8	NP	NP	0	-	731		FALSE	11	NP	NP	0	-	1309										
And-RoiD	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	373		FALSE	7	NP	NP	0	-	672		FALSE	9	NP	NP	0	-	1008										FALSE	4	NP	NP	0	-	384		FALSE	7	NP	NP	0	-	682		FALSE	9	NP	NP	0	-	985										
ランカーキラーガール	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	583		FALSE	9	NP	NP	0	-	955		FALSE	11	NP	NP	0	-	1479										FALSE	6	NP	NP	0	-	604		FALSE	9	NP	NP	0	-	903		FALSE	11	NP	NP	0	-	1419										
VIBRΛ	Bits	Bits	5000	7500	10000	0	0									FALSE	5	NP	NP	0	-	472		FALSE	7	NP	NP	0	-	666		FALSE	10	NP	NP	0	-	941										FALSE	5	NP	NP	0	-	475		FALSE	8	NP	NP	0	-	670		FALSE	10	NP	NP	0	-	1032										
Silly Love	Sub	SS1	0	0	0	30.15	0									TRUE	4	NP	NP	0	-	406		TRUE	8	NP	NP	0	-	716		TRUE	10	FC	AAA	2010	0	1061	3.01500000E+001									TRUE	4	NP	NP	0	-	401		TRUE	8	NP	NP	0	-	712		TRUE	10	NP	NP	0	-	1051										
Inferno of Fomalhaut	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	523		FALSE	10	NP	NP	0	-	980		FALSE	12	NP	NP	0	-	1701										FALSE	6	NP	NP	0	-	531		FALSE	9	NP	NP	0	-	967		FALSE	12	NP	NP	0	-	1723										
ピアノ協奏曲第1番”蠍火” (BlackY Remix)	Bits	Bits	5500	9500	12000	0	0									FALSE	5	NP	NP	0	-	521		FALSE	9	NP	NP	0	-	1072		FALSE	12	NP	NP	0	-	1926										FALSE	6	NP	NP	0	-	610		FALSE	10	NP	NP	0	-	1130		FALSE	12	NP	NP	0	-	1937										
Horizons of Promise	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	476		FALSE	7	NP	NP	0	-	765		FALSE	10	NP	NP	0	-	1322										FALSE	4	NP	NP	0	-	472		FALSE	7	NP	NP	0	-	762		FALSE	10	NP	NP	0	-	1366										
Shiva	Bits	Bits	4000	8000	11000	31.14	0									FALSE	4	NP	NP	0	-	370		FALSE	8	NP	NP	0	-	753		TRUE	11	FC	AAA	2076	0	1085	3.11400000E+001									FALSE	4	NP	NP	0	-	347		FALSE	8	NP	NP	0	-	726		TRUE	11	NP	NP	0	-	1040										
Backyard Stars	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	540		FALSE	9	NP	NP	0	-	844		FALSE	10	NP	NP	0	-	1155										FALSE	6	NP	NP	0	-	543		FALSE	9	NP	NP	0	-	838		FALSE	11	NP	NP	0	-	1222										
THE F∀UST	Sub	HV1	0	0	0	0	0									FALSE	7	NP	NP	0	-	691		FALSE	10	NP	NP	0	-	1183		FALSE	12	NP	NP	0	-	1851										FALSE	7	NP	NP	0	-	701		FALSE	10	NP	NP	0	-	1143		FALSE	12	NP	NP	0	-	1838										
Smashing Wedge	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	492		FALSE	10	NP	NP	0	-	1141		FALSE	12	NP	NP	0	-	1957										FALSE	5	NP	NP	0	-	555		FALSE	10	NP	NP	0	-	1270		FALSE	12	NP	NP	0	-	1969										
Advent Infamous	Bits	Bits	5000	8000	11000	41.22	0									FALSE	5	NP	NP	0	-	508		FALSE	8	NP	NP	0	-	843		TRUE	11	FC	AAA	2748	2	1454	4.12200000E+001									FALSE	5	NP	NP	0	-	503		FALSE	8	NP	NP	0	-	854		TRUE	11	NP	NP	0	-	1430										
If	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	398		FALSE	8	NP	NP	0	-	689		FALSE	10	NP	NP	0	-	959										FALSE	5	NP	NP	0	-	394		FALSE	8	NP	NP	0	-	690		FALSE	10	NP	NP	0	-	969										
take me higher	Sub	HV1	0	0	0	0	0									FALSE	4	NP	NP	0	-	414		FALSE	7	NP	NP	0	-	647		FALSE	10	NP	NP	0	-	1015										FALSE	4	NP	NP	0	-	419		FALSE	8	NP	NP	0	-	648		FALSE	10	NP	NP	0	-	959										
Vinculum stellarum	Sub	PNM1	0	0	0	0	0									FALSE	5	NP	NP	0	-	473		FALSE	10	NP	NP	0	-	1229		FALSE	12	NP	NP	0	-	1873										FALSE	5	NP	NP	0	-	472		FALSE	10	NP	NP	0	-	1190		FALSE	12	NP	NP	0	-	1903										
眠りの国のステラ	Sub	HV1	0	0	0	0	0									FALSE	6	NP	NP	0	-	594		FALSE	9	NP	NP	0	-	946		FALSE	11	NP	NP	0	-	1393										FALSE	6	NP	NP	0	-	575		FALSE	9	NP	NP	0	-	937		FALSE	11	NP	NP	0	-	1405										
ラブキラ☆スプラッシュ	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	564		FALSE	8	NP	NP	0	-	838		FALSE	10	NP	NP	0	-	1267										FALSE	5	NP	NP	0	-	517		FALSE	8	NP	NP	0	-	758		FALSE	10	NP	NP	0	-	1100										
Sparkle Smilin'	Sub	HV2	0	0	0	0	0									FALSE	4	NP	NP	0	-	462		FALSE	8	NP	NP	0	-	756		FALSE	11	NP	NP	0	-	1243										FALSE	4	NP	NP	0	-	456		FALSE	8	NP	NP	0	-	746		FALSE	11	NP	NP	0	-	1191										
狂水一華	Bits	Bits	5000	9000	11000	39.225	0									FALSE	5	NP	NP	0	-	489		FALSE	9	NP	NP	0	-	888		TRUE	11	FC	AAA	2615	2	1370	3.92250000E+001									FALSE	5	NP	NP	0	-	493		FALSE	9	NP	NP	0	-	896		TRUE	11	NP	NP	0	-	1336										
Into The Madness	Sub	SV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	508		FALSE	8	NP	NP	0	-	821		FALSE	11	NP	NP	0	-	1286										FALSE	6	NP	NP	0	-	539		FALSE	9	NP	NP	0	-	806		FALSE	11	NP	NP	0	-	1276										
ORCA	Bits	Bits	7000	10000	12000	0	0									FALSE	7	NP	NP	0	-	681		FALSE	10	NP	NP	0	-	1241		FALSE	12	NP	NP	0	-	1795										FALSE	7	NP	NP	0	-	673		FALSE	10	NP	NP	0	-	1235		FALSE	12	NP	NP	0	-	1789										
バッドエンド・シンドローム	Sub	HV1	0	0	0	0	0									FALSE	5	NP	NP	0	-	535		FALSE	8	NP	NP	0	-	892		FALSE	11	NP	NP	0	-	1497										FALSE	5	NP	NP	0	-	491		FALSE	9	NP	NP	0	-	940		FALSE	11	NP	NP	0	-	1552										
Forgetting Machine	Sub	HV2	0	0	0	0	0									FALSE	5	NP	NP	0	-	366		FALSE	8	NP	NP	0	-	634		FALSE	10	NP	NP	0	-	868										FALSE	5	NP	NP	0	-	358		FALSE	8	NP	NP	0	-	620		FALSE	10	NP	NP	0	-	826										
シャムシールの舞	Sub	PNM2	0	0	0	0	0									FALSE	4	NP	NP	0	-	435		FALSE	8	NP	NP	0	-	790		FALSE	11	NP	NP	0	-	1294										FALSE	4	NP	NP	0	-	435		FALSE	8	NP	NP	0	-	798		FALSE	11	NP	NP	0	-	1300										
