title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
The Clown of 24stairs,H,106.55,85.71,56.9,0,0,78.18,1146,NOTES
The Commanders,A,96.38,82.85,37.76,0,0,110.96,1227,CHORD
The Commanders,H,60.02,52.85,15.45,0,0,35.71,764,NOTES
THE CUBE,A,60.54,51.42,0,0,0,0.8,682,NOTES
THE CUBE,H,57.16,62.85,16.81,0,0,33.08,644,PEAK
THE DAY OF JUBILATIONS,A,149.32,126.31,78.63,0,134.44,135.96,1757,NOTES
THE DAY OF JUBILATIONS,H,104.88,82.85,45.81,0,0,96.22,1234,NOTES
THE DEEP STRIKER,A,124.11,110.52,77.52,0,0,131.7,1528,CHORD
THE DEEP STRIKER,H,93.41,82.85,79.9,0,0,78.89,1150,NOTES
THE DEEP STRIKER,L,144.01,135.52,80.25,0,0,160.69,1778,CHORD
THE DETONATOR,A,111.16,102.63,68.81,0,0,132.53,1636,CHORD
THE DETONATOR,H,87.25,80,56.93,0,0,96.19,1284,CHORD
The Dirty of Loudness,A,124.22,148.68,45.69,0,0,119.59,1327,PEAK
The Dirty of Loudness,H,108.04,144.73,23.87,0,0,97.06,1154,PEAK
THE DOOR INTO RAINBOW,A,88.89,100,49.01,0,81.15,66.51,1123,PEAK
THE DOOR INTO RAINBOW,H,69.1,67.15,49.59,0,40.31,44.13,873,NOTES
THE EARTH LIGHT,A,61.46,57.14,9.24,0,0,12.79,581,NOTES
THE EARTH LIGHT,H,56.06,52.85,9.24,0,0,11.33,530,NOTES
THE F∀UST,A,146.07,157.14,44.84,0,111.68,134.79,1851,PEAK
THE F∀UST,H,93.36,98.58,21.84,0,66.56,40.81,1183,PEAK
THE FALLEN,A,124.01,113.15,64.95,0,0,126.17,1377,CHORD
THE FALLEN,H,70.24,64.28,48.55,0,0,45.1,780,NOTES
The Hope of Tomorrow,A,77.81,106.58,7.99,0,0,50.84,992,PEAK
The Hope of Tomorrow,H,68.55,90.01,8,0,0,34.01,874,PEAK
The Last Apocalypse,A,144.8,118.42,93.69,0,3.28,128.54,1903,NOTES
THE LAST STRIKER,A,102.33,110.52,14.04,0,0,90.64,1327,PEAK
THE LAST STRIKER,H,76.73,72.86,14.04,0,0,49.52,995,NOTES
The Least 100sec,A,144.71,118.42,77.06,92.9,0,126.32,1505,NOTES
The Least 100sec,H,73.27,74.28,12.62,39.93,0,26.62,762,PEAK
The Limbo,A,133.62,127.63,49.79,0,0,121.65,1701,NOTES
The Limbo,H,81.85,85.72,22.89,0,0,46.19,1042,PEAK
The Limbo,L,171.61,200,49.79,0,0,177.59,2190,PEAK
The Onlyonez,A,125.08,125,102.63,0,61.15,133.31,1587,CHORD
The Onlyonez,H,68.8,62.85,45.36,0,15.45,42.09,873,NOTES
THE PEERLESS UNDER HEAVEN,A,146.8,171.42,167.95,0,0.46,128.04,1818,PEAK
THE PEERLESS UNDER HEAVEN,H,86.08,82.86,129.53,0,0,43.76,1066,SCRATCH
The Rebellion of Sequəncer,A,145.23,130.26,97.13,0,25.31,127.73,1634,NOTES
The Rebellion of Sequəncer,H,93.68,81.42,72.52,0,2.81,52.77,1054,NOTES
THE SAFARI,H,103.07,92.84,48.39,0,0,86.59,900,NOTES
The Sampling Paradise,A,130.12,119.73,111.82,0,12.03,113.41,1545,NOTES
The Sampling Paradise,H,79.17,70,53.38,0,3.9,28.61,940,NOTES
The Sealer ~ア・ミリアとミリアの民~,A,85.73,85.71,30.75,41.99,0,100.15,1117,CHORD
The Sealer ~ア・ミリアとミリアの民~,H,54.95,50,17.33,25.05,0,37.61,716,NOTES
the shadow,A,109.66,100,31.85,0,0,94.02,1480,NOTES
the shadow,H,80.32,74.28,24.3,0,0,31.38,1084,NOTES
THE SHINING POLARIS,A,68.54,62.86,11.87,0,0,33.51,799,NOTES
THE SHINING POLARIS,H,57.21,55.71,11.87,0,0,16.14,667,NOTES
THE SHINING POLARIS(kors k mix),A,124.28,107.89,74.85,0,0,97.49,1645,NOTES
THE SHINING POLARIS(kors k mix),H,80.13,74.28,51.75,0,0,40.22,1061,NOTES
The Sky of Sadness,A,105.78,97.15,17.76,0,0,103.27,1216,NOTES
The Sky of Sadness,H,66.77,62.85,10.14,0,0,44.29,767,NOTES
The Smile of You,A,59.47,58.57,10.1,0,0,58.14,815,NOTES
The Smile of You,H,48.01,52.85,9.03,0,0,39.81,658,PEAK
The Story Begins,A,92.06,90,38.1,0,0,91.87,1232,NOTES
The Story Begins,H,69.12,72.85,30.48,0,0,55.45,925,PEAK
THE TIME MACHINE,A,111.01,107.89,56.91,0,2.03,86.71,1350,NOTES
THE TIME MACHINE,H,74,67.15,49.72,0,13.51,21.87,900,NOTES
the trigger of innocence,A,68.21,65.72,0.53,0,0,65.45,924,NOTES
the trigger of innocence,H,43.7,38.58,0.53,0,0,20.2,592,NOTES
the trigger of innocence,L,115.01,94.28,9.68,0,0,134.24,1558,CHORD
The Wind of China Express(The 4th Mashup),A,104.83,100,39.28,0,0,114.3,1283,CHORD
The Wind of China Express(The 4th Mashup),H,70,62.86,19.05,0,0,53.41,857,NOTES
Theory,A,103.76,101.31,155.5,163.08,0,92.69,1342,SOFLAN
Theory,H,57.6,54.28,99.13,139.06,0,18.23,745,SOFLAN
This Is Club Musik feat. 大久保紅葉,A,110.39,109.21,102.1,0,0,95.06,1343,NOTES
This Is Club Musik feat. 大久保紅葉,H,74.05,72.85,80.84,0,0,25.31,901,SCRATCH
This is Love,A,103.82,107.9,21.19,0,0,107.34,1249,PEAK
This is Love,H,75.65,71.43,21.81,0,0,61.8,910,NOTES
Thor's Hammer,A,152.87,171.42,72.65,0,0,107.61,1641,PEAK
Thor's Hammer,H,88.07,92.86,29.19,0,0,27.5,945,PEAK
thunder,A,83.25,70.01,12.86,0,0,50.15,959,NOTES
thunder,H,65.53,61.42,12.27,0,0,33.64,817,NOTES
thunder HOUSE NATION Remix,A,101.48,90.01,50,0,0,105.91,1242,CHORD
thunder HOUSE NATION Remix,H,68.47,58.58,27.38,0,0,43.5,838,NOTES
thunder HOUSE NATION Remix,L,159.45,127.63,17.85,0,0,176.21,1954,CHORD
Thunderbolt,A,152.81,123.68,74.6,0,0,156.99,1911,CHORD
Thunderbolt,H,78,62.85,32.05,0,0,35.05,975,NOTES
TIEFSEE,A,135.73,126.31,23.14,0,0,109.85,1752,NOTES
TIEFSEE,H,84.91,68.57,20.88,0,0,21.75,1096,NOTES
Tiempo Loco,A,147.37,144.73,55.85,0,123.24,127.36,1884,NOTES
Tiempo Loco,H,80.97,71.42,33.06,0,9.84,22.96,1035,NOTES
Time Distortion pt.2(IIDX Edit),A,121.49,103.94,39.74,0,0,117.31,1492,NOTES
Time Distortion pt.2(IIDX Edit),H,81.02,70,26.69,0,0,44.46,995,NOTES
Time to Air,A,121.01,126.31,63.49,0,0,128.13,1458,CHORD
Time to Air,H,88.31,85.71,62.28,0,0,74.11,1064,NOTES
Time to Air,L,156.58,182.14,119.62,0,0,186.45,1888,CHORD
Time To Empress,A,111.17,94.29,34.87,0,0,104.76,1324,NOTES
Time To Empress,H,82.55,67.15,29.97,0,0,62.35,983,NOTES
Timepiece phase II,A,152.45,135.52,52.05,0,0,141.74,1665,NOTES
Timepiece phase II,H,106.33,118.41,44.71,0,0,76.47,1161,PEAK
Timepiece phase II (CN Ver.),A,141.6,135.52,27.36,0,190.03,124.27,1546,CHARGE
Timepiece phase II (CN Ver.),H,92.32,90.01,30.02,0,174.23,52.91,1008,CHARGE
TITANIUM RIDERS,A,88.92,85.71,55.65,0,0,83.77,1071,NOTES
TITANIUM RIDERS,H,63.26,65.71,35.68,0,0,46.07,762,PEAK
TITANS RETURN,A,118.87,117.1,72,0,0,105.55,1275,NOTES
TITANS RETURN,H,74.78,65.72,20.38,0,0,36.62,802,NOTES
TITANS RETURN,L,128.38,123.68,73.36,146,175.27,111.25,1377,CHARGE
Tizona d'El Cid,A,91.91,81.43,33.53,0,0,87.44,1178,NOTES
Tizona d'El Cid,H,78.02,77.14,32.4,0,0,56.6,1000,NOTES
Todestrieb,A,128.39,123.68,11.33,0,78.57,127.13,1733,NOTES
Todestrieb,H,72.52,67.13,6.47,0,18.59,47.96,979,NOTES
TOGAKUSHI,A,110.81,115.78,22.84,0,176.9,97.07,1343,CHARGE
TOGAKUSHI,H,81.44,90,18.63,0,125.09,45.83,987,CHARGE
TOMAHAWK,A,146.11,140.78,156.22,0,40.25,148.56,1830,SCRATCH
TOMAHAWK,H,97,97.15,116.31,0,6.71,90.01,1215,SCRATCH
Tomorrow Perfume,A,87.42,94.28,11.15,0,0,58.06,1085,PEAK
Tomorrow Perfume,H,80.56,92.85,11.73,0,0,46.2,1000,PEAK
Too Late Snow,A,77.24,78.57,33.85,0,0,59.18,1014,PEAK
Too Late Snow,H,54.84,54.28,33.85,0,0,21.23,720,NOTES
Tori-no-kimochi,A,75.04,105.27,10.08,0,0,68.45,1030,PEAK
Tori-no-kimochi,H,48.22,50,10.61,0,0,35.04,662,PEAK
TOXIC VIBRATION,A,150.64,135.52,43.15,0,0,129.63,1933,NOTES
TOXIC VIBRATION,H,97.26,77.14,17.6,0,0,52.86,1248,NOTES
toy boxer,A,102.46,88.58,17.29,0,0,89.61,1122,NOTES
toy boxer,H,66.21,64.29,13.3,0,0,30.32,725,NOTES
ToyCube Pf.(RX-Ver.S.P.L.),A,91.33,80,32.89,40.48,0,99.82,1153,CHORD
ToyCube Pf.(RX-Ver.S.P.L.),H,62.5,57.14,21.35,26.59,0,36.43,789,NOTES
traces,A,88.57,101.32,9.53,0,0,53.98,1083,PEAK
traces,H,80.32,84.29,9.53,0,0,42.59,982,PEAK
TRANOID,A,120.03,117.1,46.75,56.99,0,89.37,1141,NOTES
TRANOID,H,97.74,75.72,40.62,46.29,0,54.57,929,NOTES
TRANOID,L,162.4,157.14,43.69,61.67,153.45,124.45,1546,NOTES
Trill auf G,A,133.59,132.89,26.22,0,0,127.13,1670,NOTES
Trill auf G,H,87.83,81.42,22.73,0,0,55.19,1098,NOTES
TRIP MACHINE PhoeniX,A,97.78,110.54,60.96,65.75,0,83.71,935,PEAK
TRIP MACHINE PhoeniX,H,88.07,81.43,54.85,56.07,0,66.86,842,NOTES
TRIP THE DEEP,A,100.11,102.63,129.14,0,0,84.49,1289,SCRATCH
TRIP THE DEEP,H,64.62,61.42,75.83,0,0,21.76,832,SCRATCH
Triple Counter,A,151.99,150,52.74,0,92.31,178.38,2016,CHORD
Triple Counter,H,86.34,87.15,45.6,0,27.68,83.56,1145,PEAK
Triple Cross,A,136.19,123.68,35.71,0,171.12,126.79,1667,CHARGE
Triple Cross,H,95.75,81.42,28.57,0,74.06,73.91,1172,NOTES
tripping contact(teranoid&MC Natsack Remix),A,103.32,113.15,52.06,0,0,96.25,1258,PEAK
tripping contact(teranoid&MC Natsack Remix),H,83.79,103.94,49.66,0,0,51.05,1020,PEAK
Tripping Jumping,A,95.87,84.28,153.22,0,27.39,74.88,1166,SCRATCH
Tripping Jumping,H,66.19,55.71,82.07,0,0,44.26,805,SCRATCH
TRIUMPH,A,142.4,131.57,137.15,0,156.2,141.9,1724,CHARGE
TRIUMPH,H,84.18,71.43,71.02,0,92.16,53.66,1019,CHARGE
TROOPERS,A,124.32,111.84,123.61,0,0,129.81,1496,CHORD
TROOPERS,H,101.06,92.86,98.7,0,0,102.82,1216,CHORD
Tropical April,A,112.42,119.73,59.89,0,0,122.06,1395,CHORD
Tropical April,H,94.62,88.58,58.13,0,0,93.64,1174,NOTES
True Blue,A,138.21,119.73,12.2,0,0,130.01,1898,NOTES
True Blue,H,94.01,77.15,12.2,0,0,47.62,1291,NOTES
Turii ~Panta rhei~,A,100.53,87.14,41.32,0,0,95.63,1347,NOTES
Turii ~Panta rhei~,H,78.43,67.15,41.33,0,0,55.56,1051,NOTES
Twelfth Style,A,81.1,107.89,21.16,0,0,61.67,1033,PEAK
Twelfth Style,H,61.08,60,25.74,0,0,26.5,778,NOTES
Twelfth Style,L,132.21,187.5,69.78,0,0,135.52,1684,PEAK
Twilight Warp,A,85.54,74.29,34.52,0,0,68.75,1083,NOTES
Twilight Warp,H,58.53,54.29,37.4,0,0,25.15,741,NOTES
TYPE MARS(G-Style Mix),A,100.43,98.57,31.94,0,0,61.56,1237,NOTES
TYPE MARS(G-Style Mix),H,79.08,85.72,30.75,0,0,17.99,974,PEAK
u gotta beat,A,139.78,123.68,113.37,0,2.81,138.5,1806,NOTES
U.S.A.,A,116.57,100,53.25,0,2.96,116.27,1467,NOTES
U.S.A.,H,77,70.01,36.46,0,2.96,46.38,969,NOTES
Uaigh Gealaí,A,155.07,142.1,53.31,0,20,127.7,1972,NOTES
Übertreffen,A,124.63,113.15,40.43,0,0,78.45,1280,NOTES
Übertreffen,H,99.21,77.14,33.34,0,0,24.32,1019,NOTES
Übertreffen,L,164.24,143.42,41.28,0,0,133.32,1655,NOTES
uən,A,127.02,130.26,7.17,0,0,117.45,1547,PEAK
Uh-Oh,A,95.94,100,145.92,0,0,100.17,1228,SCRATCH
Uh-Oh,H,69.62,64.29,65.46,0,0,41.6,891,NOTES
ULTiM∧TE,A,83.11,91.42,40.93,0,0,80.22,1006,PEAK
ULTiM∧TE,H,61.47,68.58,25.28,0,0,26.63,744,PEAK
Umbral,A,77.8,74.28,23.47,0,0,48.57,966,NOTES
Umbral,H,57.98,57.14,21.12,0,0,30.26,720,NOTES
Umbral,L,126.11,115.78,23.46,0,177.13,124.56,1566,CHARGE
UMMU,A,127.35,106.57,106.12,0,106.13,106.67,1587,NOTES
UMMU,H,86.92,70,50.29,0,48.95,38.94,1083,NOTES
Unbelief,A,130.1,131.57,31.12,0,177.59,121.29,1675,CHARGE
Unbelief,H,86.43,82.85,26.03,0,104.38,45.81,1113,CHARGE
Under the Sky,A,68.66,85.71,21.72,0,0,70.26,875,PEAK
Under the Sky,H,55.71,67.15,21.72,0,0,53.3,710,PEAK
UNDERWORLD HOLOGRAPHY,A,125.88,109.21,35.61,0,0,119.74,1648,NOTES
UNDERWORLD HOLOGRAPHY,H,82.58,67.15,33.94,0,0,34.48,1081,NOTES
UNDO THE NIGHT,A,142.47,127.63,142.64,0,0,142.46,1787,SCRATCH
Unicorn tail,A,113.73,118.42,29.42,0,0,116.92,1605,PEAK
Unicorn tail,H,74.12,78.58,32.01,0,0,51.82,1046,PEAK
UNITE THE HEART,A,124.17,101.31,54.51,0,0,119.44,1676,NOTES
UNITE THE HEART,H,97.73,81.43,45.34,0,0,87.91,1319,NOTES
Urban Constellations,A,96.49,97.14,31.92,0,142.32,81.67,1167,CHARGE
Urban Constellations,H,63.75,68.57,21.68,0,55.46,32.71,771,PEAK
Usual Days-remix,A,116.1,100,44.65,0,0,101.65,1364,NOTES
Usual Days-remix,H,65.03,58.58,16.12,0,0,21.95,764,NOTES
V,A,119.33,169.64,26.9,0,0,116.44,1519,PEAK
V,H,99.92,105.26,29.17,0,0,77.11,1272,PEAK
V2,A,135.25,132.89,34.84,0,0,136.23,1810,CHORD
V2,H,121.06,113.15,31.03,0,0,115.21,1620,NOTES
Valanga,A,141.8,131.57,47.67,0,143.39,138.83,1647,CHARGE
Valanga,H,96.94,88.57,30.73,0,84.52,78.7,1126,NOTES
Valgus,A,94.73,102.63,72.11,0,0,109.41,1206,CHORD
Valgus,H,53.81,58.58,35.48,0,0,48.74,685,PEAK
VALKYRIAS -英雄誕生-,A,107.39,107.89,67.18,0,0,115.08,1386,CHORD
VALKYRIAS -英雄誕生-,H,68.27,61.42,47.43,0,0,48.72,881,NOTES
VALLIS-NERIA,A,112.75,106.57,46.88,0,144.45,127.57,1507,CHARGE
VALLIS-NERIA,H,80.51,85.71,38.7,0,91.44,72.65,1076,CHARGE
VANESSA,A,127.13,122.36,78.44,0,0,102.04,1228,NOTES
VANESSA,H,97.1,102.63,84.47,0,0,46.98,938,PEAK
VANESSA,L,182.74,160.71,111.19,0,0,169.11,1771,NOTES
vault of heaven,A,88.6,88.56,50.49,0,0,67.37,1010,NOTES
vault of heaven,H,63.85,0,20.45,0,0,33.05,728,NOTES
VEGA,A,128.73,117.1,60.99,0,0.46,127.12,1584,NOTES
VEGA,H,86.24,77.15,26.05,0,0.46,75.11,1061,NOTES
Venom,A,126.04,121.05,69.55,0,0,127.85,1624,CHORD
Ventriloquist,A,103.07,91.42,41.45,0,0,107.74,1232,CHORD
Ventriloquist,H,64.76,52.86,21.33,0,0,35.38,774,NOTES
Verflucht,A,156.02,135.52,17.01,0,0,122.22,1805,NOTES
Verflucht,H,93.52,71.42,8.81,0,0,12.41,1081,NOTES
Verflucht,L,200,198.21,59.24,0,17.84,187.5,2401,NOTES
Vermilion,A,106.88,91.41,26.88,0,0,71.47,1043,NOTES
Vermilion,H,72.15,62.85,20.9,0,0,20.68,704,NOTES
Vermilion Carol,A,148.8,138.15,56.06,0,116.88,140.66,1837,NOTES
Vermillion,A,114.09,100,42.16,0,0,77.54,1045,NOTES
Vermillion,H,65.29,55.71,20.69,0,41.09,20,598,NOTES
Vibing! Shake it!,H,68.17,60,55.83,0,0,47.7,845,NOTES
Vibing! Shake It!,A,101.91,81.42,105.79,0,0,93.45,1263,SCRATCH
VIBRΛ,A,76.02,94.28,54.73,0,38.75,70.18,941,PEAK
VIBRΛ,H,53.8,57.14,25.89,0,18.75,34.36,666,PEAK
Victory Of Ravers,A,112.61,106.57,112.3,0,24.64,119.01,1301,CHORD
Victory Of Ravers,H,77.38,68.57,65.59,0,16.4,61.26,894,NOTES
Vinculum stellarum,A,131.63,131.57,18.94,0,23.43,131.18,1873,NOTES
Vinculum stellarum,H,86.37,90,18.93,0,0,72.4,1229,PEAK
Violet Pulse,A,99.33,100,4.04,0,0,57.02,1252,PEAK
Violet Pulse,H,70.05,58.58,4.62,0,0,15.92,883,NOTES
Violet Pulse,L,167.44,131.57,4.04,0,0,158.07,2115,NOTES
Violet Rose,A,118.24,102.63,28.43,0,0,110.03,1333,NOTES
Violet Rose,H,92.07,75.71,21.97,0,0,62.47,1038,NOTES
Viridian,A,139.75,136.84,40.13,0,0,129.98,1700,NOTES
Viridian,H,84.02,68.58,52.7,0,18.59,32.99,1022,NOTES
Virus Funk,A,90.05,81.42,61.56,0,116.03,94.51,1119,CHARGE
Virus Funk,H,63.17,55.71,43.97,0,68.35,34.45,785,CHARGE
Visterhv,A,148.99,144.73,27.29,0,139.41,144.96,1869,NOTES
Visterhv,H,91.83,82.86,23.81,0,65.62,56.61,1152,NOTES
Vitamin,A,103.49,88.57,68.34,0,9.68,93.6,1346,NOTES
Vitamin,H,70.97,62.85,40.89,0,3.75,31.27,923,NOTES
Vitrum,A,146.95,121.05,66.04,0,115.48,122.25,1848,NOTES
Vitrum,H,71.96,60.01,31.86,0,30.2,27.35,905,NOTES
VJ ARMY,A,97.17,80,26.49,69.78,0,66.3,1149,NOTES
VJ ARMY,H,76.45,67.14,23.41,58.11,0,29.39,901,NOTES
voice of echo.,A,117.07,115.78,36.76,0,110.38,88.55,1392,NOTES
VØID,A,142.82,140.78,104.42,180.12,115.09,130.5,1712,SOFLAN
VØID,H,85.75,92.85,77.79,158.97,44.8,54.14,1028,SOFLAN
VOLAQUAS,A,151.86,139.47,55.83,0,18.59,149.22,1982,NOTES
VOLAQUAS,H,85.76,82.85,19.54,0,6.48,47.23,1119,NOTES
VOLCANIC BIGBEAT,A,114.86,94.28,149.51,0,0,112.71,1444,SCRATCH
VOLCANIC BIGBEAT,H,74.14,68.57,119.42,0,0,49.81,932,SCRATCH
Volcanic Dragon,A,116.16,101.31,93.97,0,26.56,122.76,1495,CHORD
Volcanic Dragon,H,71.02,61.43,52.65,0,0,49.38,914,NOTES
Voltage (feat. Hidemaru),A,69.83,65.71,16.7,162.94,0,44.3,670,SOFLAN
Voltage (feat. Hidemaru),H,65.66,58.56,16.7,162.94,0,36.81,630,SOFLAN
voltississimo,A,158.31,155.35,77.66,0,91.71,154.31,1888,NOTES
voltississimo,H,95.26,87.15,46.47,0,77.03,67.08,1135,NOTES
Voo Doo Bamboleo,A,96.75,102.64,65.91,0,0,105.86,1262,CHORD
Voo Doo Bamboleo,H,60.26,58.57,43.01,0,0,48.9,786,NOTES
Votania Beat,A,111.54,91.43,67.09,0,0,110.35,1284,NOTES
Votania Beat,H,72.02,60,36.07,0,0,48.98,829,NOTES
Votum stellarum,A,78.48,100,17.98,24.37,0,49.84,1017,PEAK
Votum stellarum,H,66.12,71.43,15.74,21.59,0,28.2,857,PEAK
VOX UP,A,144.88,150,131.56,0,0,160.38,1870,CHORD
VOX UP,H,114.12,126.31,115.09,0,0,117.41,1473,PEAK
Voxane,A,76.33,74.28,35.98,0,0,76.55,881,CHORD
Voxane,H,54.41,54.28,13.25,0,0,36.47,628,NOTES
VR - Virtual Reality (prod.by Snail's House),A,78.6,71.42,22.45,0,0,41.16,918,NOTES
VR - Virtual Reality (prod.by Snail's House),H,50.43,44.29,17.46,0,0,20.09,589,NOTES
VR - Virtual Reality (prod.by Snail's House),L,107.19,92.85,39.29,0,0,89.8,1252,NOTES
Vulkan,A,127.12,101.31,27.45,0,0,115.65,1518,NOTES
Vulkan,H,86.26,72.86,16.48,0,0,68.83,1030,NOTES
Vulnerability,A,158.58,135.52,100.36,0,129.69,142.79,1885,NOTES
WAKE UP NOW,A,80.22,72.86,18.55,0,0,56.29,1008,NOTES
WAKE UP NOW,H,58.8,62.85,15.65,0,7.81,26.06,739,PEAK
"wanna be a ""BAD GIRL"" feat. Nana Takahashi",A,82.9,65.71,27.01,0,0,73.55,1029,NOTES
"wanna be a ""BAD GIRL"" feat. Nana Takahashi",H,53.58,51.43,14.09,0,0,22.19,665,NOTES
Wanna Party?,A,72.43,70,20.08,0,0,49.5,762,NOTES
Wanna Party?,H,56.95,61.42,20.08,0,0,33.17,599,PEAK
Wanna Party?,L,123.58,127.63,20.08,0,0,141.04,1300,CHORD
WAR GAME,A,84.35,105.25,111.91,0,0,103.61,1077,SCRATCH
WAR GAME,H,61.81,61.42,99.31,0,0,38.72,789,SCRATCH
Warrior,A,98.74,100,37.2,0,18.9,114.38,1257,CHORD
Warrior,H,71.81,67.14,28.61,0,0,55.97,914,NOTES
Watch Out Pt.2,A,131.95,126.31,179.43,0,0,126.58,1506,SCRATCH
Watch Out Pt.2,H,90.16,91.42,157.06,0,0,76.14,1029,SCRATCH
Watch out!!,A,69.88,78.58,138.2,0,0,51.62,837,SCRATCH
Watch out!!,H,45.42,44.28,102.34,0,0,6.89,544,SCRATCH
WaterCube Pf.(RX-Ver.S.P.L.),A,92.43,87.14,70.35,63.65,0,86.87,1120,NOTES
WaterCube Pf.(RX-Ver.S.P.L.),H,57.77,51.42,34.26,33.98,0,29.33,700,NOTES
Watermelon Explosion,A,93.84,100,87.72,0,6.25,83.27,1021,PEAK
waxing and wanding,A,122.22,135.52,38.5,0,0,125.26,1457,PEAK
waxing and wanding,H,83.63,101.31,23.82,0,0,67.37,997,PEAK
waxing and wanding,L,167.43,176.78,37.89,0,0,188.03,2000,CHORD
We are Disっ娘よっつ打ち命,A,67.85,64.28,36.03,0,0,66.44,837,NOTES
We are Disっ娘よっつ打ち命,H,39.73,40,27.17,0,0,14.69,490,PEAK
We're so Happy (P*Light Remix) IIDX ver.,A,153.99,138.15,103.83,0,0,153.93,1896,NOTES
We're so Happy (P*Light Remix) IIDX ver.,H,96.46,98.58,76.37,0,0,85.75,1187,PEAK
Welcome,A,104.7,107.89,98.94,0,0,111.12,1357,CHORD
Welcome,H,70.91,80,35.97,0,0,80.77,919,CHORD
Welcome,L,131.24,134.21,99.5,0,121.42,146.11,1701,CHORD
WHA,A,157.38,143.42,162.56,0,96.4,128.62,1946,SCRATCH
WHA,H,97.63,90.01,112.88,0,5.15,60.63,1206,SCRATCH
When I Met U,A,91.32,81.42,20.61,0,0,77.45,1033,NOTES
When I Met U,H,58.88,54.28,16.74,0,0,22.65,666,NOTES
Why did you go away,A,96.46,87.15,40.38,0,0,75.91,1166,NOTES
Why did you go away,H,74.79,62.86,36.77,0,0,53.47,904,NOTES
Wing of Hearts,A,108.19,102.64,54.58,0,23.9,121.68,1473,CHORD
Wing of Hearts,H,67.29,64.29,47.62,0,10.78,40.19,916,NOTES
winkle 2 winkle,A,115.7,105.26,65.26,0,0,105.58,1408,NOTES
winkle 2 winkle,H,78.39,74.28,60.46,0,0,50.27,954,NOTES
Winner's Proof ft. KANASA from bless4,A,92.27,82.85,66.13,0,60.78,79.14,1118,NOTES
Winner's Proof ft. KANASA from bless4,H,57.43,51.43,33.67,0,7.03,30.77,696,NOTES
WISE UP!,A,76.43,71.42,17.33,0,0,65.82,803,NOTES
WISE UP!,H,56.73,48.57,16.64,0,0,35.32,596,NOTES
WISE UP!,L,125.65,109.21,17.33,0,0,125.7,1320,CHORD
WISH(EUROBEAT MIX),A,89.55,70,25.04,0,0,59.6,990,NOTES
WISH(EUROBEAT MIX),H,74.53,64.28,20.42,0,0,30.6,824,NOTES
With You,A,104.48,92.85,131.09,0,0,111.11,1296,SCRATCH
With You,H,64.58,58.57,54.04,0,0,48.02,801,NOTES
with you...,A,70.2,64.28,5.73,0,0,39.04,891,NOTES
with you...,H,45.69,48.57,5.73,0,0,1.6,580,PEAK
With your Smile,A,74.92,68.58,14.54,0,0,72.5,788,NOTES
With your Smile,H,56.77,57.14,14.55,0,0,40.03,597,PEAK
Without Heaven,A,156.08,132.89,70.23,0,102.48,141.7,1912,NOTES
Wolf 1061,A,123.01,113.15,16.4,0,170.04,107.2,1584,CHARGE
Wolf 1061,H,67.71,67.14,6.22,0,11.71,26.31,872,NOTES
Won(*3*)Chu KissMe!,A,105.83,97.13,40.9,0,0,104.79,1263,NOTES
Won(*3*)Chu KissMe!,H,59.42,52.85,27.47,0,0,18.9,709,NOTES
Wonder Bullfighter,A,83.45,101.31,132.84,0,0,74.9,1062,SCRATCH
Wonder Bullfighter,H,58.7,70,62.98,0,0,32.54,747,PEAK
Wonder Girl feat. Kanae Asaba,A,115.52,107.89,32.73,0,0,113.38,1414,NOTES
Wonder Girl feat. Kanae Asaba,H,52.85,55.71,13.09,0,0,18.95,647,PEAK
WONDER WALKER,A,150.54,126.31,49.1,0,0,146.58,1921,NOTES
WONDER WALKER,H,77.59,65.71,18.84,0,0,29.09,990,NOTES
Wonderful Escape,A,84.42,90,29.23,0,0,67.18,1052,PEAK
Wonderful Escape,H,59.7,61.42,25.72,0,0,25.5,744,PEAK
Wonderland,A,112.59,101.31,55.94,0,0,108.61,1393,NOTES
Wonderland,H,77.35,74.28,45.34,0,0,56.02,957,NOTES
World Wide Love,A,48.03,52.86,8.13,0,0,43.22,559,PEAK
World Wide Love,H,45.19,49.99,7.51,0,0,37.01,526,PEAK
Wuv U,A,89.48,90,59.82,0,0,79.7,861,PEAK
Wuv U,H,69.83,67.15,43.92,0,0,43.68,672,NOTES
X,A,156.73,143.42,16.39,0,0,139.99,1952,NOTES
X,H,102.6,97.14,13.46,0,0,56.76,1277,NOTES
X-DEN,A,176.43,178.57,117.54,0,20.31,164.81,2220,PEAK
X-DEN,H,113.02,119.73,104.33,0,11.71,82.89,1418,PEAK
X-ray binary,A,114.24,97.14,20.55,0,0,102.75,1417,NOTES
X-ray binary,H,79.25,64.28,17.62,0,0,53.55,983,NOTES
X↑X↓,A,112.19,106.57,47.33,0,0,122.67,1485,CHORD
X↑X↓,H,68.52,81.42,22.56,0,0,43.12,907,PEAK
XANADU OF TWO,A,103.52,94.29,24.55,0,0,105.08,1382,CHORD
XANADU OF TWO,H,66.07,58.57,17.46,0,0,46.38,882,NOTES
Xb10r,A,149.75,126.31,71.42,0,80.56,126.09,1833,NOTES
xenon,A,126.24,100,32.68,0,0,81.43,1379,NOTES
xenon,H,79.37,64.28,32.68,0,0,18.99,867,NOTES
